00000A00	Silverd
64430F00	Sunset Reed Leather Cloak
64440F00	Leafy Pot
64450F00	Battered Meat
64460F00	Recipe: Meal
64470F00	Fire Arrow
64480F00	Ancient's Decorative Stone
64490F00	Small Bleed Bandits Banner Pike
644A0F00	Longhorn Beetle
644B0F00	Sinkhole
644C0F00	Gear Blueprint: Wound of Darkness
644D0F00	Arrow Rain
644E0F00	Hidden Space - 0120
644F0F00	Filling Grilled Vegetables
64500F00	Fusion Reactor Core: LIV-I
645B0300	Kordaav Mace
64AC2700	White Bloodwind Leather Boots
64B20100	Mahon Plate Armor
64BB0100	Tarmiden Cloth Armor
64BC0100	Hodges Leather Armor
64BF0100	Barbaroy Cloth Armor
65000000	Modest Copper Pouch
650E1700	Demenissian Soldier's Cloth Barding
653E2000	Varsoka Leather Armor
65420F00	Helm of Knowledge
65430F00	Duskfang Leather Cloak
65440F00	Dwarf Necklace
65450F00	Light of the Battlefield Plate Helm
65460F00	Blinding Arrow Cloth Cloak
65470F00	Evelyn's Leather Armor
65480F00	Red Fire Decorative Stone
65490F00	Small Staglord Banner Pike
654A0F00	Jewel Beetle
654B0F00	Adventurer's Refinement Inventory Type A
654C0F00	Ugmon's Note
654D0F00	Long-Tailed Tit
654E0F00	Hidden Space - 0121
654F0F00	Hearty Grilled Fruit
65500F00	Fusion Reactor Core: LI-II
658C2000	Blinding Arrows Scout's Cloth Armor
65B20100	Caliburn's Plate Armor
65BC0100	Ducca Leather Armor
65BF0100	Fiore Cloth Armor
65E40100	Stugrub Cloth Gloves
66000000	Full Copper Pouch
660E1700	Hernandian Soldier's Cloth Barding
66420F00	Recipe: Grilled Meat and Fish
66430F00	Grey Wolf Leather Cloak
66440F00	Elise's Note
66450F00	Mask
66460F00	Electro-Mecha Longsword
66470F00	Andrew's Leather Armor
66480F00	Dewhaven Standard Cloth Cloak
66490F00	Small Hernandian Banner Pike
664A0F00	One-Handed Weapons of the World, Vol. I
664B0F00	Mysterious Cave Entrance
664C0F00	Serkis's Study
664D0F00	Unsealed Letter
664E0F00	Hidden Space - 0122
664F0F00	Satisfying Grilled Fruit
66500F00	Fusion Reactor Core: LII-II
665B0300	Marching Baton
668C2000	Blinding Arrow's Leather Armor
66BB0100	Seiden Leather Armor
66BF0100	Warstein Cloth Armor
66FC163B	Edzel Plate Armor
67000000	Light Copper Pouch
670E1700	Wagon Barding
67340300	Maeve Axe
67420F00	Sivern Leather Gloves
67430F00	Weasel Leather Cloak
67440F00	Red Flower Pot
67450F00	Fish Skewers
67460F00	Saltroad Mace
67470F00	Rhett's Poster
67480F00	Large Wooden Plate
67490F00	Small Demenissian Noble's Banner
674A0F00	One-Handed Weapons of the World, Vol. II
674B0F00	Lightning-Struck Tree
674C0F00	Bernor's Pickaxe
674D0F00	Kinetic Burst
674E0F00	Hidden Space - 0123
674F0F00	Filling Grilled Fruit
67500F00	Fusion Reactor Core: LIII-II
675B0300	Lanford Mace
678C2000	Blinding Arrows Scout's Cloth Armor
67BB0100	Soron Leather Armor
67BC0100	Berker Leather Armor
67BF0100	Conentry Cloth Armor
68000000	Full Silver Pouch
68080200	Clays Leather Boots
68420F00	Bobfett Plate Helm
68430F00	Ynitium Leather Cloak
68440F00	Sealed Abyss Artifact
68450F00	Darren Leather Gloves
68460F00	Shield of Radiance
68470F00	Buckshot Bullet
68480F00	Bright Wooden Plate
68490F00	Small Demenissian Noble's Banner
684A0F00	One-Handed Weapons of the World, Vol. III
684B0F00	Flowerbush of Safety
684C0F00	Driana's Note
684D0F00	Gear Blueprint: Crescent Moon Slash
684E0F00	Hidden Space - 0124
684F0F00	Hearty Grilled Seafood
68500F00	Fusion Reactor Core: LIV-II
685B0300	Frozen Soul
688C2000	Blinding Arrow's Leather Armor
68AD0300	Aeserion Longsword
68BB0100	Barunin Leather Armor
68BC0100	Tatura Leather Armor
68BF0100	Berkhia Cloth Armor
68E10100	The Masked Liberator's Leather Gloves
68E40100	Arti Leather Gloves
69000000	Overflowing Silver Pouch
69080200	Daveed Leather Boots
69420F00	Sir Catfish's Armor
69430F00	Jester Leather Cloak
69440F00	Electromagnetic Boltspitter
69450F00	Captive's Leather Helm
69460F00	Painted Lady Butterfly
69470F00	Explosive Arrow
69480F00	Concave Wooden Plate
69490F00	Small Demenissian Noble's Banner
694A0F00	One-Handed Weapons of the World, Vol. IV
694B0F00	Adventurer's Refinement Inventory Type B
694B556C	Blacksteel Lattua Plate Boots
694C0F00	St. Halssius's House of Healing
694D0F00	Kliff Aging Appearance Change Coupon
694E0F00	Hidden Space - 0125
694F0F00	Satisfying Grilled Seafood
69500F00	Fusion Reactor Core: LI-IV
69740000	Small Blackbrow Bleak
698C2000	Blinding Arrows Scout's Cloth Armor
69BC0100	Tavat Leather Armor
69BF0100	Austfeld Cloth Armor
6A080200	Beattie Leather Boots
6A420F00	Pipevine Swallowtail Butterfly
6A430F00	Black Lion Observation Log
6A440F00	Small Plant Pot
6A450F00	Captive's Folded Leather Helm
6A460F00	Jian's Journal
6A470F00	Vulker Leather Gloves
6A480F00	Sturdy Wooden Plate
6A490F00	Tiny Greymane Banner Pike
6A4A0F00	Taro
6A4B0F00	Unknown Cave
6A4C0F00	Crow Storm
6A4D0F00	Ator's Orb
6A4E0F00	Hidden Space - 0126
6A4F0F00	Filling Grilled Seafood
6A500F00	Fusion Reactor Core: LII-IV
6A740000	Small Minnow
6A8C2000	Blinding Arrows Rider's Cloth Armor
6AAD0300	Dandelion Longsword
6AB20100	Armor of Loyal Friendship
6ABC0100	Gomel Leather Armor
6AE10100	Dondegobi Leather Gloves
6B080200	Leegrau Leather Boots
6B187157	Dunverline Plate Armor
6B400C00	Overseer's House Key
6B420F00	Leather Gloves of Earth's Honor
6B430F00	Frozen Heart Plate Cloak
6B440F00	Fine Stone
6B450F00	Bounty on the Mud Monster
6B460F00	Relentless
6B470F00	Medium Fly
6B480F00	Demenissian Uniform Leather Boots
6B490F00	Pororin Relic
6B4A0F00	Thunderbird Mask Plate Helm
6B4B0F00	Ominous Prophecy
6B4C0F00	Greymane's Leather Armor
6B4D0F00	Gear Blueprint: Half Moon Slash
6B4E0F00	Hidden Space - 0127
6B4F0F00	Hearty Grilled Fish
6B500F00	Fusion Reactor Core: LIII-IV
6B740000	Small Spirlin
6B750000	Iron Gate Key
6B8C2000	Blinding Arrow's Leather Armor
6BAC2700	Goldlight Plate Gloves
6BBC0100	Enge Leather Armor
6BBF0100	Gaut Cloth Armor
6BE10100	Gobialta Leather Gloves
6C420F00	Slave's Cloth Boots
6C430F00	Scorchflame Plate Cloak
6C440F00	Hernandian Contribution Banner
6C450F00	Sealed Abyss Artifact
6C460F00	A.T.A.G. Thrusterpack Mk III
6C470F00	Medium Grey Dye
6C480F00	Deep Wooden Plate
6C490F00	Pear Tree Seed
6C4A0F00	Besnet Plate Helm
6C4B0F00	Mother and Son
6C4C0F00	Watchtower Note
6C4D0F00	Furniture Supply Contract - Timberham
6C4E0F00	Hidden Space - 0128
6C4F0F00	Satisfying Grilled Fish
6C500F00	Fusion Reactor Core: LIV-IV
6C5B0300	Octarr's Legacy
6C740000	Small Gudgeon
6C8C2000	Blinding Arrow's Leather Armor
6CBC0100	Tikkal Leather Armor
6CBF0100	Gadereich Cloth Armor
6CE10100	Tershan Leather Gloves
6D080200	Hoardroar Leather Boots
6D340300	Rhias's Axe
6D362000	Blandry Chain Mail
6D420F00	Bounty Hunter's Leather Armor
6D430F00	Golden Greed Plate Cloak
6D440F00	Recipe: Grilled Meat Steak
6D450F00	Jackal Officer's Leather Gloves
6D460F00	Pine Mushroom Pack
6D470F00	Lightning Bolt Plate Helm
6D480F00	Soft Wooden Plate
6D490F00	Wild Ginseng Seed
6D4A0F00	Wooden Pitchfork
6D4B0F00	Abandoned Ranch
6D4C0F00	Glenbright Manor Storage
6D4D0F00	Furniture Supply Contract - Hidden Grove
6D4E0F00	Hidden Space - 0129
6D4F0F00	Filling Grilled Fish
6D500F00	Fusion Reactor Core: LI-VI
6D740000	Small Rasbora
6D8C2000	Blinding Arrow's Leather Armor
6DAC2700	Goldlight Plate Helm
6DBC0100	Murad Leather Armor
6DBF0100	Ewen Cloth Armor
6E346478	Delinell's Leather Gloves
6E362000	Oltmann Chain Mail
6E400C00	Glenbright Manor Key
6E420F00	Ringed Leather Gloves
6E430F00	Silver Plate Cloak
6E440F00	Golden Star Blueprint
6E450F00	Sealed Abyss Artifact
6E460F00	Delmar Saddle
6E470F00	Lightning Bolt Plate Armor
6E480F00	Dark Wooden Plate
6E490F00	Sealed Abyss Artifact
6E4A0F00	Large Farming Rake Scythe
6E4B0F00	Old King of the Sea
6E4C0F00	Abyssal Rays
6E4D0F00	Greater Destruction
6E4E0F00	Hidden Space - 0130
6E4F0F00	Hearty Large Grilled Fish
6E500F00	Fusion Reactor Core: LII-VI
6E5B0300	Rogue's Mace
6E740000	Northern Pike
6E8C2000	Blinding Arrow's Leather Armor
6EAC2700	Goldlight Plate Boots
6EB20100	Carta Plate Armor
6EBC0100	Dannon Leather Armor
6EBF0100	Primus's Cloth Armor
6EDB5004	Desert Clays Leather Boots
6EE10100	Rignon Leather Gloves
6F362000	Tarman Chain Mail
6F390000	Aeserion Greathammer
6F400C00	Glenbright Manor Basement Key
6F420F00	Horned Bounty Hunter's Plate Helm
6F430F00	Grotevant Cloak
6F440F00	Caliburn's Orders
6F450F00	Investigative Log: The Weight of Knowledge
6F460F00	TestShield
6F470F00	Lightning Bolt Plate Gloves
6F480F00	Thinly Carved Wooden Plate
6F490F00	Abyssal Seed
6F4A0F00	Beetle
6F4B0F00	Stranded Merchant Vessel
6F4C0F00	Fireside Story
6F4D0F00	Abyssal Assimilation
6F4E0F00	Hidden Space - 0131
6F4F0F00	Satisfying Large Grilled Fish
6F500F00	Fusion Reactor Core: LIII-VI
6F740000	Trout
6F790900	Dev Growth Ring I
6F7C0B00	Manure
6F8C2000	Blinding Arrows Scout's Leather Armor
6F920100	Leather Helm of the Fallen Kingdom
6FAC2700	Raging Tempest's Plate Armor
6FBC0100	Ulontai Leather Armor
6FE10100	Reclonne Leather Gloves
70170000	Inventory Expansion Tool
70420F00	Bounty Hunter's Plate Armor
70430F00	Freya's Greater Elixir
70440F00	Kairos Plate Gloves
70450F00	Investigative Log: Ambition in the Ruins
70460F00	Testarmor
70470F00	Lightning Bolt Plate Boots
70480F00	Brass Bowl
70490F00	Luminous Seed
704A0F00	Contola
704B0F00	Settlement Beneath the Cliff
704C0F00	Gorgerock Watchman's Journal
704D0F00	Oongka's Axiom Bracelet
704E0F00	Hidden Space - 0132
704F0F00	Filling Large Grilled Fish
70500F00	Fusion Reactor Core: LIV-VI
70740000	Carp
70750000	Prison Key
70790900	Dev Growth Ring II
708C2000	Blinding Arrows Scout's Cloth Armor
70960100	Baidan Cloth Headband
70AC2700	Raging Tempest's Plate Helm
70B90100	Twell Leather Armor
70BC0100	Huron Leather Armor
70BF0100	Diggs Cloth Armor
70E10100	Ricrau Leather Gloves
710D0300	Alabaster Curved Sword
71170000	Small Bag
71362000	Acklass Cloth Armor
71390000	Darkbringer
71420F00	Crude Club
71430F00	Frostcursed Plate Cloak
71440F00	Little Metalmark Butterfly
71450F00	Countess Azerian's Secret Letter
71460F00	Twisted Thorns
71470F00	Kinetic Counterweight
71480F00	Ritual Copper Plate
71490F00	Brimstone Bomb
714A0F00	Puppy Cloth Hat
714B0F00	Bounty's Net
714C0F00	Pailunese Guard's Journal
714D0F00	Heart of the Serpent
714E0F00	Hidden Space - 0133
714F0F00	Hearty Battered Grains
71500F00	Electrical Component
71740000	Tench
71790900	Dev Growth Ring III
718C2000	Blinding Arrows Scout's Cloth Armor
71AC2700	Raging Tempest's Plate Boots
71B20100	Ruwaite Plate Armor
71BC0100	Begill Leather Armor
71BF0100	Raddler Cloth Armor
72170000	Medium Bag
72390000	Wheel of the Last Toll
72420F00	Spine of the Earth
72430F00	Ferman Plate Cloak
72440F00	Rubber Tree Seed
72450F00	Luon Plate Cloak
72460F00	Abandoned Anchor
72470F00	Palmar Leaf
72480F00	Square Tray
72490F00	Water Bomb
724A0F00	Puppy Cloth Outfit
724B0F00	Empty Coffin
724C0F00	Skull Collector's Journal
724D0F00	Heart of Stone
724E0F00	Hidden Space - 0134
724F0F00	Satisfying Battered Grains
72500F00	Aeserion's Scale
725B0300	Wells Mace
72740000	Pond Loach
72790900	Dev Growth Ring IV
728C2000	Blinding Arrows Scout's Cloth Armor
728E0100	Nahu Chain Coif
72AC2700	Raging Tempest's Leather Gloves
72B20100	Russell Leather Armor
72BC0100	Rigma Leather Armor
72D40300	Bekker Greataxe
73080200	Trish Leather Boots
730D0300	Varnian Sword
73170000	Extra Large Bag
73300000	Red Rider's Leather Gloves
73340300	Kylus Axe
73420F00	Odeck's Protector Plate Helm
73430F00	Chelcia Plate Cloak
73440F00	A Traveler's Log
73450F00	Recipe: Grand Meal
73460F00	Broken Windmill Blade
73470F00	Meat Soup
73480F00	Decorative Plate
734A0F00	A.T.A.G. Welder
734B0F00	Adventurer's Refinement Inventory Type C
734C0F00	Navigator's Log
734D0F00	Momentum
734E0F00	Hidden Space - 0135
734F0F00	Filling Battered Grains
73500F00	Marni's Mecha Leap Pack
735B0300	Bonepit Mace
73740000	Catfish
73744315	Pororin Petal Hat
73790900	Dev Growth Ring V
73820300	Varnian Dagger
738C2000	Blinding Arrows Scout's Leather Armor
738E0100	Kadallon Chain Coif
73B20100	Ludus Plate Armor
73BB0100	Gorg Leather Armor
73BC0100	Verdesh Leather Armor
73D40300	Dekarr Greataxe
73E10100	Tiron Leather Gloves
73E40100	Crowcaller's White Leather Gloves
74080200	Katitz Leather Boots
740D0300	Knightlord's Sword
74300000	Large Pavis Leather Gloves
74362000	Ricla Plate Armor
74420F00	Odeck's Protector Plate Armor
74430F00	Bolton Plate Cloak
74440F00	Cabbage
74450F00	Sealed Abyss Artifact
74460F00	Dungeon
74470F00	Braised Fish and Vegetables
74480F00	Ceramic Bowl
74490F00	Vine Bomb
744A0F00	Large Water Bottle
744B0F00	Halssius Apothecary
744C0F00	Breezeblown Knoll Cave
744D0F00	Furniture Supply Contract - Timberton
744E0F00	Hidden Space - 0136
744F0F00	Hearty Meat Skewers
74500F00	Marni's Mecha Laser Pack
74681B7A	Blacksteel Mottie Plate Helm
74740000	Lenok
7475B120	Rhegis Leather Boots
74790900	Dev Growth Ring VI
748C2000	Blinding Arrow's Leather Armor
748E0100	Tailan Plate Helm
74BB0100	Dewhaven Standard Leather Armor
74BC0100	Herwin Leather Armor
74E10100	Taylonne Leather Gloves
74E40100	Baidan Cloth Gloves
75080200	Isilon Leather Boots
750D0300	Fallen Kingdom's Sword
75170000	Large Bag
75362000	Coogan Plate Armor
75420F00	Odeck's Protector Plate Gloves
75430F00	Dimensional Fusion Experimental Power Core
75440F00	Pumpkin
75450F00	Williem Middler Cloth Armor
75460F00	Recipe: Seafood Soup
75470F00	Vegetable and Seafood Porridge
75480F00	Fruit Bowl
754A0F00	Ashen Wolf's Leather Gloves
754B0F00	Castle Ruins Encampment
754C0F00	Keglord Garnier Mk. XXIII
754D0F00	Furniture Supply Contract - Beighen
754E0F00	Hidden Space - 0137
754F0F00	Satisfying Meat Skewers
75500F00	Marni's Mecha Blade Pack
755B0300	Alabaster Mace
75740000	Burbot
75790900	Dev Growth Ring VII
758C2000	Blinding Arrow's Leather Armor
75920100	Schtump Plate Helm
75960100	Calprise Cloth Cap
75BB0100	Johannes Plate Armor
75BC0100	Dekter Leather Armor
760B0200	Triloan Leather Boots
76300000	Blackwing Leather Gloves
76362000	Kunan Plate Armor
76420F00	Odeck's Protector Plate Boots
76430F00	Dark Marksman's Plate Cloak
76440F00	A Hero's Tomb
76450F00	Sealed Abyss Artifact
76460F00	Someone Living Under a Bridge
76470F00	Battered Seafood
76480F00	Deep Iron Plate
76490F00	Harris's Letter
764A0F00	Serdin Greatsword
764B0F00	Mistcloaked Owl Leather Armor
764C0F00	Abandoned Mining Village
764D0F00	Platinum
764E0F00	Hidden Space - 0138
764F0F00	Filling Meat Skewers
76500F00	Marni's Mecha Rocket Pack
765B0300	Balton Mace
76740000	Freshwater Eel
76790900	Dev Growth Ring VIII
76BC0100	Guff Leather Armor
77300000	Skyblazer Leather Gloves
77362000	Gurrinan Plate Armor
77420F00	Polydamas Swallowtail Butterfly
77430F00	Icewing Plate Cloak
77440F00	Kairos Plate Boots
77450F00	Sealed Abyss Artifact
77460F00	Pororin Cave
77470F00	Rat
77480F00	Wide Iron Plate
77490F00	Ursula's Treasure Map
774A0F00	Parvel Greatsword
774B0F00	Mistcloaked Owl Leather Boots
774C0F00	Shipwreck Voyage Log
774E0F00	Hidden Space - 0139
774F0F00	Hearty Braised Meat
77500F00	Marni's Mecha Booster Pack
775B0300	Iris Mace
77740000	Perch
77790900	Dev Growth Ring IX
77D40300	Specialty Cigar TwoHandAxe
77E40100	Porcell Cloth Gloves
78080200	Elish Leather Boots
78300000	Hungering Fang Leather Gloves
78362000	Guilan Plate Armor
78370000	Executioner of Darkness Plate Boots
783E2000	Dursus Leather Armor
78420F00	Zebra Swallowtail
78430F00	Unyielding Warrior's Plate Cloak
78440F00	Replica - Poverty Amidst Plenty
78450F00	Sealed Abyss Artifact
78460F00	Roofless House
78470F00	Grey Dye
78480F00	Round Iron Plate
78490F00	Greymane Cloth Armor
784A0F00	Arben Greatsword
784B0F00	Mistcloaked Owl Plate Helm
784C0F00	Lightning-struck Tree
784D0F00	Sighting of the Snowwhite Deer
784E0F00	Hidden Space - 0140
784F0F00	Satisfying Braised Meat
78500F00	Dreadnought Booster Pack
78740000	Bass
78790900	Dev Growth Ring X
78960100	Rigma Cloth Headband
78D40300	Aeserion Greataxe
79080200	Runae Leather Boots
790B0200	Bayer Leather Boots
79300000	Hernandian Honor Guard Gloves
79362000	Orton Cloth Armor
79370000	Plate Boots of Cursed Soul
793A0100	Recipe: Coral Mushroom Tea
793E2000	Acrodus Leather Armor
79420F00	Dark Marksman's Plate Armor
79430F00	Canta Plate Cloak
79440F00	Study - Fields of Color
79450F00	Sealed Abyss Artifact
79460F00	Desolate Monolith Altar
79470F00	Letter to Younger Brother
79480F00	Twin Candles
79490F00	Wooden Lantern
794A0F00	Lusec Greatsword
794B0F00	A House Between Rocks
794C0F00	Report on Roothold
794D0F00	Sighting of the Vine Deer
794E0F00	Hidden Space - 0141
794F0F00	Filling Braised Meat
79500F00	Dreadnought Missile Pack
79740000	Yellow Bass
798B0B00	Pine Mushroom
79920100	Melvin Leather Helm
79BC0100	Grommet Leather Armor
79BF0100	Volghad Cloth Armor
79E10100	Haron Cloth Gloves
7A080200	Carcon Leather Boots
7A110100	Old Wooden Doll
7A300000	Helfryn Leather Gloves
7A362000	Ort Cloth Armor
7A370000	Frostcursed Plate Boots
7A3E2000	Volkirk Cloth Armor
7A420F00	Dark Marksman's Plate Gloves
7A430F00	Sahazhad Plate Cloak
7A440F00	Study - Poverty Amidst Plenty
7A450F00	Sealed Abyss Artifact
7A460F00	Falstaff Cloth Helm
7A470F00	Muskrat
7A480F00	Candle
7A490F00	Meerkat
7A4A0F00	Verak Greatsword
7A4B0F00	Dire Situation
7A4C0F00	Riverward Outpost Dispatch
7A4D0F00	Sighting of the Black Lion
7A4E0F00	Hidden Space - 0142
7A4F0F00	Hearty Battered Meat
7A500F00	Magnetic Power Core
7A740000	Leopard Perch
7ABC0100	Ajure Leather Armor
7ABE0100	Cocotar Cloth Armor
7ABF0100	Ultar Cloth Armor
7AD84145	Kenmore Plate Armor
7B080200	Diovern Leather Boots
7B0B0200	Pailunese Boots
7B300000	Weasel Leather Gloves
7B362000	Ferman Plate Armor
7B420F00	Dark Marksman's Plate Boots
7B430F00	Plate Cloak of Cursed Soul
7B440F00	Study - Golden Lands
7B450F00	Sealed Abyss Artifact
7B460F00	Damaged Medium Calphadean Banner Pike
7B470F00	Masterpiece - Poverty Amidst Plenty
7B480F00	Plain Candle
7B490F00	Desert Wheatear
7B4A0F00	Reed Devil Minion Troll's Cloth Helm
7B4B0F00	Freesword Dwelling
7B4C0F00	Future of Demeniss
7B4D0F00	Sighting of the White Lion
7B4E0F00	Hidden Space - 0143
7B4F0F00	Satisfying Battered Meat
7B500F00	[QA] Profiling (Demeniss-Varnia 2.5)
7B740000	Crucian Carp
7B8C2000	Blinding Arrows' Cloth Cap
7B920100	Helm of Loyal Friendship
7BBC0100	Salimi Leather Armor
7BBE0100	Tryah Cloth Armor
7BBF0100	Dohann Cloth Armor
7C300000	Carta Leather Gloves
7C362000	Malacs Plate Armor
7C420F00	Memories of Abundance
7C430F00	Kuku Rishi's Boots
7C440F00	Acclaimed - Idle Hands
7C450F00	Sealed Abyss Artifact
7C460F00	Small Vellua Pirates Banner Pike
7C470F00	Study - Hiding the Evidence
7C480F00	Five-Candle Candelabra
7C490F00	Yellow-Billed Oxpecker
7C4A0F00	Reed Devil Troll Armor
7C4B0F00	News of War
7C4C0F00	Lonely Troll
7C4D0F00	Sighting of the White Bison
7C4E0F00	Hidden Space - 0144
7C4F0F00	Filling Battered Meat
7C500F00	Wisdom between Donation and Fruition
7C740000	Clockwork Fish
7C8B0B00	Oakwood Mushroom
7C920100	Rondel Leather Helm
7CB20100	Antum Plate Armor
7CB50100	Dev Red Dragon Yann Leather Armor
7CBC0100	Nehrut Leather Armor
7CBE0100	Ator's Will Cloth Armor
7CBF0100	Bahlmers Cloth Armor
7CE10100	Kattinan Leather Gloves
7D0B0200	Reus Cloth Boots
7D300000	Beekeeping Gloves
7D340300	Tardik Axe
7D362000	Mant Plate Armor
7D3A0100	Recipe: Pine Mushroom Tea
7D420F00	Investigative Log: Extinguish the Flames
7D430F00	Cloak of Loyal Friendship
7D440F00	Acclaimed - Abundance
7D450F00	Sealed Abyss Artifact
7D460F00	Oakwood Mushroom Pack
7D470F00	Study - Hernand Castle
7D480F00	Copper Candlestick
7D490F00	Morrow's Leather Boots
7D4A0F00	Eldruan Leather Gloves
7D4B0F00	Awakened Jackal's Leather Boots
7D4C0F00	Blocked Supply Route
7D4D0F00	Gear Blueprint: Fullmoon Slash
7D4E0F00	Hidden Space - 0145
7D4F0F00	Hearty Pickled Fruit
7D500F00	Arms Scholar's Note
7D740000	Crayfish
7DB20100	Entom Plate Armor
7DB50100	Dev Red Dragon Oongka Leather Armor
7DBC0100	Takkat Leather Armor
7DBE0100	Paifo Cloth Armor
7DBF0100	Tolkane Cloth Armor
7DE10100	Saruen Leather Gloves
7DE40100	Whitley Cloth Gloves
7E300000	Bollin Leather Gloves
7E362000	Larkri Plate Armor
7E3A0100	Recipe: Oakwood Mushroom Tea
7E400C00	Cloudcart Blueprint
7E420F00	Fake Silver Pouch
7E430F00	Desert Marauder's Cloak
7E440F00	Acclaimed - Prelude to War
7E450F00	Sealed Abyss Artifact
7E460F00	Coral Mushroom Pack
7E470F00	Study - Saint Grein
7E480F00	Three-Candle Candelabra
7E490F00	Recipe: Vegetable Juice
7E4A0F00	Threeline Grunt
7E4B0F00	Goyen's Plate Armor
7E4C0F00	Goblins of Fort Hellwood
7E4D0F00	Gear Blueprint: Order from Above
7E4E0F00	Hidden Space - 0146
7E4F0F00	Satisfying Pickled Fruit
7E500F00	Lost Letter
7EB20100	Sitanca Plate Armor
7EBC0100	Whitley Leather Armor
7EBF0100	Bandide Cloth Armor
7F0B0200	Eckney Cloth Boots
7F362000	Canta Plate Armor
7F420F00	Bundle of Cannonballs
7F430F00	Trukan Cloth Armor
7F440F00	Notable - Poverty Amidst Plenty
7F450F00	Sealed Abyss Artifact
7F460F00	Fundamentalist Goblin Cloth Armor
7F470F00	Study - The Blessed Queen
7F480F00	Iron Cup Candle
7F490F00	Three-Toed Woodpecker
7F4A0F00	Bleed Officer's Leather Armor
7F4B0F00	Goyen's Cloak
7F4C0F00	Oakenshield Manor Reception Room
